generation,best_fitness,best_avg_aoi,best_dropped_ratio
0,1.4048,0.6625515771397372,0.06927710843373494
1,1.529,0.604765851764812,0.07530120481927711
2,1.529,0.604765851764812,0.07530120481927711
3,1.529,0.604765851764812,0.07530120481927711
4,1.529,0.604765851764812,0.07530120481927711
